,index,x,y
48,broadcast,0.1425414637785808,0.24465556796531363
49,broadcasters,0.01910109414275966,0.02789897694151703
50,but,0.047126395195397734,-0.02229219643896762
51,by,0.23551227178013634,-0.151326998610918
52,cambridge,0.17456619943969587,-0.12074229969213128
53,canada,0.01910109414275966,0.02789897694151703
54,cancer,0.07328697691724789,0.050306412653227994
55,central,0.01910109414275966,0.02789897694151703
56,champions,0.09336048431569793,-0.09114198117965255
57,championship,0.055644668580434015,0.038526581553151376
58,charge,0.05219758999458935,-0.028248460216802135
59,chiswick,0.053329528990009686,0.01682258096760643
60,claimed,0.047126395195397734,-0.02229219643896762
61,clegg,0.05219758999458935,-0.028248460216802135
62,competed,0.053329528990009686,0.01682258096760643
63,competition,0.04137367962372157,-0.021675323281814592
64,course,0.12096412912628306,0.025616219918133717
65,crew,0.047126395195397734,-0.02229219643896762
66,dark,0.04137367962372157,-0.021675323281814592
67,day,0.047126395195397734,-0.02229219643896762
68,dead,0.047126395195397734,-0.02229219643896762
69,donate,0.036643488458623946,0.025153206326613997
70,ebu,0.01910109414275966,0.02789897694151703
71,engineering,0.03901017249123198,-0.021702375995386547
72,europe,0.01910109414275966,0.02789897694151703
73,event,0.1420532376365304,0.17037177804316186
74,ever,0.03901017249123198,-0.021702375995386547
75,excluding,0.047126395195397734,-0.02229219643896762
76,expected,0.03901017249123198,-0.021702375995386547
77,female,0.03901017249123198,-0.021702375995386547
78,fifteen,0.035148084868073456,-0.016411359188303578
79,fifth,0.07837307888130841,-0.03798885688777045
80,first,0.1370553732406344,0.007976021109014842
81,followed,0.05263167870428424,0.0706357726554121
82,for,0.24380379528103224,-0.12559868222454107
83,four,0.047126395195397734,-0.02229219643896762
84,fourth,0.04181481571115661,-0.023244169679062586
85,fox,0.01910109414275966,0.02789897694151703
86,further,0.035148084868073456,-0.016411359188303578
87,goldie,0.035148084868073456,-0.016411359188303578
88,great,0.035148084868073456,-0.016411359188303578
89,had,0.07837307888130841,-0.03798885688777045
90,half,0.08295933881715371,-0.08603546429822867
