,index,x,y
111,judith,0.2650336623786006,-0.14315906286598182
112,kew,0.2908206897418281,-0.22530867623985937
113,kingdom,0.23747912626610274,-0.16311020672293006
114,km,0.15135919143397786,-0.11226352145321186
115,last,0.4458942229640863,0.8200219627779826
116,later,0.4458942229640863,0.8200219627779826
117,leading,0.13227892273384928,0.03248715741147169
118,least,0.2908206897418281,-0.22530867623985937
119,led,0.5880121055850275,-0.29589028344654095
120,lengths,0.7202910283188768,-0.26340312603506927
121,light,0.24063727202218965,-0.12781268906160176
122,line,0.2650336623786006,-0.14315906286598182
123,live,0.12440166446119184,-0.14444930883632226
124,london,0.15135919143397786,-0.11226352145321186
125,main,0.09108802094847553,-0.13476602492545642
126,major,0.12442931329201971,-0.04525591395947066
127,management,0.1588319709110814,-0.005151838121977391
128,march,0.4458942229640863,0.8200219627779826
129,margin,0.5880121055850275,-0.29589028344654095
130,mellon,0.3176639418221628,-0.010303676243954781
131,men,3.2177382942289974,0.883799742625369
132,metre,0.2908206897418281,-0.22530867623985937
133,mile,0.15135919143397786,-0.11226352145321186
134,minutes,0.4458942229640863,0.8200219627779826
135,monetary,0.4458942229640863,0.8200219627779826
136,money,0.4458942229640863,0.8200219627779826
137,months,0.4458942229640863,0.8200219627779826
138,mortlake,0.15135919143397786,-0.11226352145321186
139,most,0.26028889569950237,0.1730872466538951
140,méxico,0.09108802094847553,-0.13476602492545642
141,newton,0.1588319709110814,-0.005151838121977391
142,no,0.8917884459281726,1.6400439255559651
143,notes,0.4458942229640863,0.8200219627779826
144,numerous,0.09108802094847553,-0.13476602492545642
145,occasions,0.2908206897418281,-0.22530867623985937
146,of,3.218715957690229,-0.2319516741133105
147,official,0.2650336623786006,-0.14315906286598182
148,officially,0.5880121055850275,-0.29589028344654095
149,on,2.630679860946945,-0.5913523083375641
150,online,0.01135185148710883,-0.026595016072862878
151,osiris,0.4458942229640863,0.8200219627779826
152,overall,0.7202910283188768,-0.26340312603506927
153,overseen,0.20073744576298524,-0.04608089883746851
154,oxford,3.2890298531387963,0.8301347902201072
155,packer,0.2650336623786006,-0.14315906286598182
156,pain,0.4458942229640863,0.8200219627779826
157,period,0.2908206897418281,-0.22530867623985937
158,place,0.442179881175806,-0.33757219769307123
159,pm,0.4458942229640863,0.8200219627779826
160,point,0.12442931329201971,-0.04525591395947066
161,poor,0.2650336623786006,-0.14315906286598182
162,prior,0.2908206897418281,-0.22530867623985937
163,prize,0.4458942229640863,0.8200219627779826
164,putney,0.15135919143397786,-0.11226352145321186
165,race,7.293933718651477,2.789775311348831
166,races,1.6750342035628982,-0.89407357567023
167,recently,0.26028889569950237,0.1730872466538951
168,reduced,0.2650336623786006,-0.14315906286598182
169,referred,0.4812745440443793,-0.2556253781232035
170,reigning,0.13227892273384928,0.03248715741147169
171,research,0.3595816584189287,-0.5360735496925733
172,reserve,0.4458942229640863,0.8200219627779826
173,reserves,1.8869520965127418,0.08508233301891885
174,respectively,0.2650336623786006,-0.14315906286598182
175,retitled,0.17979082920946435,-0.26803677484628663
176,rivalry,0.12442931329201971,-0.04525591395947066
177,river,0.41639285381257846,-0.2554225843191937
178,rob,0.26028889569950237,0.1730872466538951
179,roger,0.4458942229640863,0.8200219627779826
180,rowed,0.26028889569950237,0.1730872466538951
181,rowing,0.24063727202218965,-0.12781268906160176
182,running,0.20073744576298524,-0.04608089883746851
183,same,1.176024211170055,-0.5917805668930819
184,sarah,0.2650336623786006,-0.14315906286598182
185,senior,0.5880121055850275,-0.29589028344654095
186,seven,0.4458942229640863,0.8200219627779826
187,showed,0.09108802094847553,-0.13476602492545642
188,side,0.4812745440443793,-0.2556253781232035
189,simon,0.20073744576298524,-0.04608089883746851
190,six,0.7202910283188768,-0.26340312603506927
191,sky,0.09108802094847553,-0.13476602492545642
192,sometimes,0.4812745440443793,-0.2556253781232035
193,south,0.15135919143397786,-0.11226352145321186
194,spectators,0.2650336623786006,-0.14315906286598182
195,sponsored,0.3176639418221628,-0.010303676243954781
196,sponsors,0.17979082920946435,-0.26803677484628663
197,sponsorship,0.17979082920946435,-0.26803677484628663
198,sports,0.09108802094847553,-0.13476602492545642
199,started,0.4458942229640863,0.8200219627779826
200,streamed,0.01135185148710883,-0.026595016072862878
201,subsidiary,0.1588319709110814,-0.005151838121977391
202,summer,0.4458942229640863,0.8200219627779826
203,sunday,0.4458942229640863,0.8200219627779826
204,supersport,0.09108802094847553,-0.13476602492545642
205,takes,0.15135919143397786,-0.11226352145321186
206,thames,0.442179881175806,-0.33757219769307123
207,that,1.3934879869680425,-0.01194187036113159
208,the,18.51568496852477,-1.8316063375849145
209,there,0.4458942229640863,0.8200219627779826
210,though,0.5880121055850275,-0.29589028344654095
211,three,0.26028889569950237,0.1730872466538951
212,throughout,0.12442931329201971,-0.04525591395947066
213,tideway,0.7887495513480127,-0.34197118228400947
214,time,1.4949326700116015,0.6511380271478683
215,title,0.17979082920946435,-0.26803677484628663
216,to,1.9847226601687642,-1.4560569503681589
217,took,0.5511095854413305,-0.05222142958596426
